countries,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Nicaragua,-24026.01201056925,14579.190476190526,3541.8660287081307,743.2941176470591,439.9289635908304,518.5714285714287,615.1388727753671,1141.0340802987866,1056.1954668972337,1039.494014518232,977.2608695652177,534.8218408242417,397.27350943396226,1023.8622706429155,698.0535564853558,822.4549257341431,831.7085419118085,791.8319065175278,532.8951470671904,828.5342567654227,342.0930579571488,320.78031711095844,501.10671254223064,487.2911392405062,507.62640564826705,666.8747301417857,435.4763289223253,445.70028342828056,825.8120106123549,405.36337351944246,721.3285341098583,627.3686520490833,468.0362163564627,452.4354369836368,361.195431233408
Netherlands,0.0,0.0,0.0,0.0,0.0,4.663786331595115,4.5683094036730765,1.584254244609592,3.315953748538211,66.4221313027456,153.29637673255888,179.57012666471817,205.72869991068146,159.67835404599856,174.5744457735793,155.98184755949816,134.43547832918972,156.08685895361018,186.60867459897898,146.7962700496968,228.36710451568928,186.0814757672596,177.3162174387594,115.24634774037024,149.28696171610872,136.34402583422653,156.70820008569643,155.3497372605251,142.30895229459063,126.87423701343246,134.72552955316365,74.59696822443273,142.61258195832357,161.81293074492643,166.49906546846015
Norway,-9238.170171843181,-10373.643964478688,-11748.714228083776,-12640.178161358574,-12863.532304021188,-13983.438321808835,-21431.189218600906,-15672.230117136145,-18248.995939187276,-22295.37531455408,-16841.044926073708,-17297.64849909711,-22920.091226106844,-26318.341242295486,-25581.925742792166,-22816.81874157613,-20685.14414233215,-26015.792116178727,-28137.302607836005,-31484.306496595105,-24843.891530787576,-27345.859719153952,-25252.91083681083,-30264.919595097355,-28539.4946116744,-29201.287529791403,-30739.224205251816,-31769.399350744294,-39163.46155981964,-44018.97875173038,-46808.30209007528,-35171.314813036566,-37758.3121088838,-42236.842994044695,-36263.65213371701
Nepal,-22.39031339031339,-21.52204447912603,-17.649181965779935,-13.676898599091933,-18.011385707588243,-49.657975986277854,-19.0623276337562,-23.506086956521745,-55.86246246246245,0.0,0.0,-52.8526569063252,-98.94639376218329,-121.4116192830655,-160.66257570463543,-71.66276737967915,-84.36562693064754,-265.26964846671655,-205.8294017247574,-112.27478345989562,-40.26616822429908,-19.696220155367353,0.0,0.0,-19.88618007128468,-20.213181177040585,-20.60192505510654,-20.329309255936906,-23.833470034995642,-25.377490144186975,0.0,0.0,-23.69280910276686,-27.390860596560724,-298.5392659579071
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,-5627.232414788079,-6265.736914637274,-12995.514873379378,-12427.494990803627,-13965.808657262565,-18474.983590641838,-13613.581084563764,-16434.311055698403,-15327.933992916418,-18187.254771984724,-16096.346342756451,-19732.898070198156,-29147.912672898616,-22498.774653614866,-16104.470921729502,-14259.269658596648,-19946.892577182385,-41834.74512361491,-30381.998136552134,-53835.99321319462,-45688.41724375978,-121246.369483098,-50387.59515524742,-76916.0358468971,-49758.4978366812,-151322.17110830298,-154886.86371796878,-140888.61658592543,-604635.7193620919,-92397.2422678545,-96458.61458344478,-74174.90479821408,-302909.51834171306,-145728.0238663396,-78177.16579267474
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,-42155.94988931681,-60752.352124844576,-101997.86814798263,-64610.11493320904,-59659.940696244266,-168205.15871140882,-145294.3975140809,-229869.5579396374,-1752279.1281548396,885092.1085142549,173688.26679803996,172947.59824960612,148573.55941643612,82308.73762330542,158953.16341139184,124948.59599080594,74370.58259754781,78869.21318084962,68788.58128808618,48604.20240050684,38952.09478258453,43318.66718301387,58341.610428997184,73525.74514543904,61594.71473357711,84701.53330822935,91533.65626351321,75031.2076016386,80250.05565534341,76397.9424376013,106014.18663144509,74141.42936303193,83658.05665696085,86488.21949749265,82941.50984074685
Panama,-20697.84192439866,-3760.8951475099348,-48972.94864864862,5809.611282749464,-4077.971686777495,-2060.522042162178,-1856.427971679411,-2847.5500500158882,-1699.8983802821706,-1537.1469446810813,-1491.2673512747879,-2792.2112710595375,-6210.394376818881,-3708.718924775264,-4259.477970644948,-3375.565761260033,-3297.4797184980353,-5552.872212375439,-106981.65459841858,-5338.007354161612,-5326.70844232856,104643.43725156148,-8249.2114762406,-191832.62192307497,-7152.572035097355,-7518.1691991285015,-11848.828745976472,-16742.126359832648,-10453.089767488285,-23130.937377765844,-23617.853731343275,-71978.1347368417,-14387.524537354868,-24128.494805808827,-35028.911143917394
Peru,-18793.18958917307,-15203.815919121349,-15796.834218155811,-12749.86779736742,-15072.195862535214,-11616.022847502203,-13006.37402297178,-14135.646463719322,-14310.486339498362,-13020.51550671187,-12866.230864040122,-10450.8124456415,-13176.448032111395,-12983.56795082051,-11468.738868376842,-12397.402521967579,-14691.769264571438,-18406.43522628135,-16818.432290869743,-15657.050461166835,-14284.615987635521,-11766.717841676395,-13333.043787746483,-13538.01134906036,-24773.50973155681,-32615.192416207963,-28293.7646546813,-46646.25279753655,-78139.67940466614,-98595.17071423178,-192634.94510265285,-195745.2275751087,-290473.04391406,-572610.4778916847,835782.1622239733
Philippines,7880.239186709367,7663.723691012234,7436.279805358953,7229.8102392968485,10292.627658700021,9711.26740597635,11866.176314636177,10378.917587132442,13730.961015605824,14318.389362798078,9980.829307843836,9460.996759980402,8041.948582406969,8877.946264554093,10974.572488319718,11050.781964092937,12366.656698998644,10102.94898586355,7607.869313414142,13327.255995122883,14423.430459179272,11441.765360619776,10767.430465169353,11775.81060209445,12897.803318256805,13561.11271768728,14755.644184030025,12218.73688125221,16785.31563943097,15729.002155928496,11474.816544176121,15366.283041771754,17099.446786286713,17708.21030828065,16418.223826504363
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,10819.384051525125,9144.459484621857,6579.231174428108,6985.750445737715,5662.116221573529,7518.773420843766,6091.423367408913,6438.058156995368,6659.800695910444,5782.372081639796,5268.754611984131,5111.079838789179,5315.277890831548,4849.238063770991,5365.818597288449,5435.0563649662445,5520.203056463861,5528.621802329303,6376.6161928234405,5789.142462108746,5396.410985852282,6071.623375543323,5790.126847104354,4141.25112010706,5026.509816646827,5162.550194583816,4829.7376839529215,5500.796865092318,5093.983222202749,5404.274189239211,6707.646984324111,5215.667647642355,4294.816077551548,5225.830366139004,4500.6325734078455
Portugal,-143955.7468499769,22756.561991770846,79576.35033732081,80884.26275316493,-525307.6104733954,-65063.905722231524,58987.35513231213,111253.16836890306,-126917.13407909255,15598.987518339964,33601.803448522085,29531.072467533508,10237.68631401781,25619.87939573179,43702.964066961795,24363.463917160665,118839.42435376885,69834.25340309409,47206.48683824179,15040.483954020792,28500.01025640948,40215.06059489385,15222.846229047573,51998.01979571389,20696.774826378034,7665.123380758422,21479.22855408365,18447.74301989438,9805.698093752368,11682.30518931551,26680.880773965455,15524.372922558363,6676.706082585709,23228.942766411503,27699.418094867462
Paraguay,-317.2342811050613,-222.2898967220476,-137.10679259930134,-146.67730398899587,-136.76824736137948,-110.87652901536202,-136.64446247408242,-165.18160952044303,-212.17258879363135,-49.10170199866184,-67.30795893343652,-68.16914955347254,-90.0385679540971,-65.99633820497253,0.0,-250.74342592094823,-43.53554790539635,-43.85256912991627,-44.84743346999276,-44.73873591313396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacific island small states,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,27103.900403884327,35901.00650796149,32573.43726933519,26889.97044002636,30277.256800100913,40206.685432310354,32526.444931424616,34972.2040402418,53970.33503925011,53043.45238215313,45194.194829983615,72384.73314411378,67330.19812734921,76411.66932531151,66384.58911017956,96372.56748967212,78454.03813123489,102235.19257207548,136585.25050832375,134007.10994146563,68730.48286974222,67434.17111010816,75409.84121515893,52337.91969176617,72009.88533103681,107681.80233435443,77449.53882574211,58354.69609171407,57186.81131259639,49857.53832632169,78513.43430736857,41538.59596212857,28837.181134679697,34269.02382767285,43501.38163626256
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Asia,474194.90511923644,448007.6269894201,343003.9540739393,359815.1451144303,334977.94747179176,282186.49754045863,293336.4725880668,231143.77463166037,288379.5229338713,298055.4828014445,351932.6332766,340834.3835066448,324034.9629515823,311249.0773280513,379235.10404968075,311755.70500305225,286616.229885097,297037.99898933293,320799.24008364027,290038.87192042964,255601.72331715218,253842.92226790756,233149.40042090154,284934.8524150771,310631.66948632506,385116.2575354326,426554.34504627174,437567.06192869676,407879.4789166994,382557.72573512804,397250.2828701523,432473.5092115986,393201.2040641228,428460.8559492612,397796.7474446577
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,-892.9680273979455,-888.7774978034914,-981.8384318920873,-1058.4412225201067,-1105.5778700614974,-3017.626130653267,-2188.8760430280495,-2348.685775656324,-2723.0508581325785,-1763.098019359644,-2405.023528136184,-3000.155521027025,-2017.9071670428896,-3827.853625117448,-3534.276609023238,-21561.767749419963,-27869.51414634142,60082.85075608215,-16435.941666666735,912070.582842218,17298.806821042046,13415.102990033229,11603.522912179033,6340.715708843482,6011.214484997627,5923.858948593187,5164.621633443729,5124.436856117606,4587.964868152185,642683.4366845208,-4442.96821982395,-7095.169093111332,-7880.62152674609,-6383.760435716266,-7002.697032878909
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.12853692201526,836.0761689049383,650.2008182198884,648.3814175873879,470.48994199679134,284.0177676705076,344.17994308926995,361.6670688387086,589.2133122389932,563.4119999502234,603.5565633660871,657.7471601584606,688.4047147806647
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,-642.5464120370372,600.7053376205787,290.0237588836438,-4040.1498881431903,-1925.1890916808127,-847.6906542414481,-573.798052160884,-2814.194880000001,-1531.9376377614099,-881.8507890961263,-618.5596989334297,-8138.46732021208,-4215.778927444797,-10647.380281690153,15551.553005581574,11959.869565217392,-10251.19520281821,6133.68512083399,7824.582155980703,28357.930077519442,2948.0038948393394,2210.1151719835657,2007.6905639807364,3355.0752983764514,2520.4334852928823,3527.6469527272707,4332.041594454073,2841.1980877532474,3835.0479130368944,1876.9670376889196,3488.5121107528325,3173.2036707379993,2427.367960775655,2356.8340295983962,2174.3431602996425
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,111849.4070983246,113077.57553714054,118601.47682926645,104842.8673609959,99144.04029511883,112599.29823807388,119080.14632373572,104571.91089647857,122258.89810051837,119814.9988244551,109159.23548986753,130624.3872700302,117782.37209404462,119559.89243441315,118489.01369987954,127477.89471637827,123121.78140424483,124726.99619282396,134689.7196198344,144767.30335675564,166742.32603497125,197031.7554215825,195556.2617528362,188623.87170555015,212447.80064861785,206100.16746900158,220555.92388513766,215888.02350557255,242591.69907771595,241361.21582158076,281543.9102067853,279910.64075031737,279099.45502718154,286385.6820136081,331034.0005066913
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-934.9545205479451,-1202.5706551967078,-1096.3196782641228,-1486.5174708818638,-2269.9022511054527,-13203.252032520311,-2350.2926640926657,-1608.334761380961,-1564.7610752782539,-1738.0598440427975,-2700.922075726842,-4891.633734939759,-4025.456053067992,-5341.671688226629,-4195.304160206234
Sweden,-57256.343585865994,-59234.60219928986,-87397.59323242438,-58907.634919179975,-113989.24022659796,-379618.7431235725,105391.63404741668,852137.8880652274,271209.46601697546,-2558698.2049776893,1445405.2539370067,71511.24032318706,-581726.4778772639,-408641.19630602363,57344.09766885836,127733.65627103753,40359.66908498667,137779.78686839313,203351.29357460726,132806.45256468197,-121651.148460145,476629.54802140634,120137.49223715594,49613.1569471562,49348.57516296771,133888.75606453684,75237.7215118501,84475.76948477617,136171.39091550696,294852.61968026496,123575.42350758202,96184.66005212207,212312.4951252359,44649.323619086645,51569.32493481935
Swaziland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,-19127.620808838332,-59166.37083960095,312377.2530343589,28836.041407867502,97725.6413270638,43717.62343068711,19936.4833307365,20997.848598477474,13261.27508294077,11040.989276630318,9672.095032144734,9038.110565228551,9265.213040078286,9780.08617649815,8407.988875880079,6657.1314245191015,6092.806312107491,5834.66332698342,6749.367099397361,7057.84012823646,7735.6331593030645,7344.797670857964,3913.8669488674823,6332.360422819779,8581.422446711604,7246.97876215827,6291.8059926362175,6484.094892832513,5034.786790020745,3064.4162242966418,4049.5235888063125,5427.607666706914,5737.038698852832,5580.7562044710985,5209.157585346558
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,-58.99243243243243,-115.10144927536238,-107.96124031007759,162.72941176470593,226.5098039215686,-271.86991869918705,-149.2555555555556,-218.44652908067545,-286.11764705882354,-200.9361163820367,-553.9278017241381,-607.5392083644513,-259.9647737625267,-651.5321637426902,-937.0432376340368,-250.14410705095224,-150.7416841474379,-396.96103896103864,-1573.3975903614462,2902.899082568807,-1145.263157894737,1051.163076923077,-623.2470588235299,-192.645439827307,732.4077669902898,352.1768292682925,640.2247191011234,1940.614232209732,-94.39322033898306,-157.96181630546963,-2360.769230769236,-65.80599647266315,-81.53823475216508,-92.2488085054381,-74.63692453725677
Thailand,2991.209950827576,7822.771797032843,9861.556330455287,8433.966736957076,8954.063849553411,7964.343661125743,13653.589142677083,7945.412818261635,7175.0628247021705,11264.37592414422,10038.485434968106,9201.606807185892,7894.1511713255295,6542.8762671724235,7913.697300842631,12264.849069655871,13571.05189314977,13738.908742978005,9131.721840941751,6152.508711591968,10987.482319711544,11533.092046896922,13611.924443973658,13161.48203914914,10660.675666558966,10060.91501610387,14318.532433668148,14777.528365849183,12438.792243951668,12203.168051193588,9231.123860640295,14336.312548847733,15450.575347780663,10070.02834004778,10044.14916782895
Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,54.41261010662958,64.53635571054927,80.58119603758885,66.68837675350701,138.87391970753194,220.77669447057264,99.1429433184978,220.52833390037955,88.41419366074537,60.86136646090325,70.03203489196885,205.48653901891922,112.36644105147175,111.52819100112461,63.17028679328853,54.508700468997056,97.54652826725648,62.08803801286819,103.7861659081435,123.57818776324322,87.32607838577168,74.09613075677592,85.05777431769432,201.57347933741363,182.96447679828466,168.0761869270533,108.37047966658905,59.30660873030082,35.91682093170825,93.57281678449692,61.6004944707681,64.14810425136005,128.82147364924745,71.03290657558428,66.21679923631224
Turkey,687958.4440785637,-904627.2413236422,-337489.5845435536,112008.79049017954,184900.35076272284,77986.0289261917,59892.757437930435,198638.07640298465,-183289.13403302192,96022.00631184386,184562.530681991,143003.838125488,189586.63041800508,586269.5518122884,203414.39642708952,274127.8468636331,374155.04242866725,238845.41067886597,243343.7262086533,117676.13286588616,78679.99206274399,52483.273778932424,82861.4795207758,78611.39249298985,126249.77314407738,85156.53528475306,99323.89475894086,68265.72209665876,61889.454527458285,71060.64149662374,122199.92178947755,116539.23501114754,128632.46374838766,135873.7679300045,76939.51733833324
Tanzania,-720.724832214765,-839.3644596102108,-1009.8775641025645,-1065.179487774593,-1120.5529482955696,-1059.7198584777282,-937.5531453362253,-971.1879964695497,-901.680958697754,-824.7603837471783,-829.2882479938085,-898.0210384557836,-913.8403129314313,-1229.600312604667,-1464.498075023312,-2283.5468042012067,-1307.4605564969663,-1557.023454522151,-244.65339276288785,-449.07229830841527,-796.0151765051845,-359.64450640411275,-284.53616060042987,-265.9828296763211,-7017.218351312269,-5270935.572275352,8866.323129251694,-9141.949572649575,-8276.588476140849,-13640.528211284514,-71916.19040579107,7136.485371384331,4116.0510287339885,4244.4649650240035,13451.904852507274
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,-3935.0376374315833,-2904.733715374592,-3003.295198172855,-741.0916055021105,-590.3401826361882,-605.8639788920212,-458.7473677665396,-938.3176077805197,-4098.980299676271,-6293.8189798679505,-1229.86235675895,-2330.1415165187855,-2850.5790092890134,-1463.2845308670123,-274.5487218061323,-1269.0132742188016,-2338.44657403201,-1644.9449556945945,-1336.011411706837,-4919.84284682081,-1602.2886935981319,-699.2325439684987,-583.1728562427202,-636.303852490623,-3553.777866931311,-3058.7933425797505,-10105.799658280008,-3238.5348302993857,-131477.85948990716,-19967.31425880133,-3517.1984711076834,-12205.631760157845,-152389.36556060018,-6784.005713524312,-3203.9353583722173
United States,550454.6942234249,497356.052322689,616159.4817659999,674722.1325305926,620349.9667514288,515919.71410298446,534833.0399788416,416182.54779168183,350613.1744311802,421135.68189885106,446072.24651473406,474574.63999630837,425677.34221204265,475651.75279017416,429914.23826844565,525668.5021231514,598363.890568492,582381.7582652427,490986.8654204874,448456.3602092665,394148.68830710626,294884.0630138919,416191.98108063143,436358.99472989334,417225.4585413463,414610.3074637247,437919.60269854194,370681.24079598306,371346.3603827264,390193.7740895694,360596.444153907,445684.45239217905,360517.2237634499,347954.18502987694,332879.45444430603
St. Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, RB",161812.30595636784,133117.5185742432,154541.14417170113,196526.822523226,334497.5475230328,879229.523678178,-10620184.993335433,-320114.4334828532,-287445.2307900988,-257881.62422228997,-240373.29177114746,-142455.19431968886,-143363.09823371161,-172149.5914621376,-159668.44219477664,-171994.36820943467,-155654.5149603564,-175604.58177319355,-232761.1669262183,-197673.15485645365,-196535.8600307189,-282027.0402938772,-337221.95728891203,-319565.38906774815,-192240.24102626368,-193217.03129367836,-215860.47768623155,-226777.9792381845,-237590.66785070082,-247195.90778116242,-256397.15274496147,-206898.81954431866,-268513.191311185,-257377.30794298585,-246074.1924777704
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,21378.53813300792,20104.7410340314,17613.78130814367,8367.659149940968,10552.33029448416,8988.69976359338,7344.360219213145,6726.86198708939,10035.10173865111,396919.98364652967,-31377.256422119208,-16821.836909937298,-11236.422202137013,-9161.523239264116,-12431.719245256803,-15454.835637315911,-21456.810709875514,-56102.63754856165,-547385.447793504,-78763.55991716242,-159639.59437117257,-97134.0614960503,-1170500.8349973783,265389.72526014334,85274.47704752954,51658.193400144184,69819.62518928328,74295.53037409074,85573.24983016092,96318.7202696024,65018.23068010383,179651.45544030017,415765.67993971956,247359.22433576817,286247.82415882667
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,2226.7859018983872,3804.847926283282,2588.606584166553,1624.6239675653376,1497.1512670572317,1645.3890462729603,4339.912852574715,4277.428222582545,8255.883328736472,7064.0634010652975,2317.0523220372506,4843.118388216249,1722.6902884078709,351.38736151997324,2661.961761764854,1356.7137310971295,3213.9526528119245,5234.728499276437,4016.135600202779,1841.2192649858425,2774.5501978008597,5195.477391726526,5608.326623476914,1740.4607974660694,2490.788492640419,3128.245846772605,7143.738401767516,2123.494913886768,3273.392332702535,3694.0540187181,5589.26086559607,5236.929710809399,3045.8312303703574,2864.4011705776784,2603.7225781372817
Zambia,-522.7587276709035,-551.5934025884347,-574.904019023799,-534.1781541602735,-415.88746353232676,-411.39552322579203,-440.3703308095882,-363.2885735600631,-420.22895448436685,-304.4672420742415,-308.02692039548737,-303.0871221410641,-292.7479610473875,-339.9751701181038,-335.826908729172,-262.1653108211819,-232.5312050452453,-338.98392269078664,-344.749302271941,-221.86180984525257,-177.77987614393746,-197.29552758601835,-218.0941579398548,-219.11185661245028,-221.25534950071332,-217.14463984273172,-163.86317167712158,-116.11460087999392,-172.66793406731148,-159.9394617256764,-230.00605543620208,-178.23282176491105,-189.01813908339852,-194.60823405217917,-901.5137285310609
Zimbabwe,-3095.7390704349955,-2384.7965394313533,-2350.2813636800406,-2838.081448549026,-6934.421637570689,-18178.57107417513,47336.49761766134,3970.31097117946,16201.902851934346,27550.616287384004,94226.11959171598,18659.747725667414,27365.63739134198,9756.369012321937,12222.3224288444,10532.782836049637,10005.202755696873,8928.102406322303,9151.355895841025,27888.116288124562,59094.743002071424,19276.43205570755,48800.26739884121,-28188.403181783782,-48704.69059341225,-136530.7723910553,-17105.390231406367,-11915.27978942613,-8511.266960427294,-6485.758543079436,-16292.59636910872,-45535.82059133119,-26166.540168772248,-159374.64696779108,-92502.39563656416
